pipeline_id,name,family,doc_status,implementation_mode,base_model,feature_profile,allocation_mode,overlays,risk_cap,max_drawdown,decision,feature_count,runtime_seconds,notes,status,source_doc,train_summary.total_return_pct,train_summary.annualized_return_pct,train_summary.annualized_vol_pct,train_summary.sharpe_ratio,train_summary.sortino_ratio,train_summary.max_drawdown_pct,train_summary.win_rate_pct,train_summary.avg_turnover,train_summary.total_turnover,train_summary.avg_gross_exposure,train_summary.cost_drag_pct,train_summary.active_days,train_summary.final_equity,validation_summary.total_return_pct,validation_summary.annualized_return_pct,validation_summary.annualized_vol_pct,validation_summary.sharpe_ratio,validation_summary.sortino_ratio,validation_summary.max_drawdown_pct,validation_summary.win_rate_pct,validation_summary.avg_turnover,validation_summary.total_turnover,validation_summary.avg_gross_exposure,validation_summary.cost_drag_pct,validation_summary.active_days,validation_summary.final_equity,test_summary.total_return_pct,test_summary.annualized_return_pct,test_summary.annualized_vol_pct,test_summary.sharpe_ratio,test_summary.sortino_ratio,test_summary.max_drawdown_pct,test_summary.win_rate_pct,test_summary.avg_turnover,test_summary.total_turnover,test_summary.avg_gross_exposure,test_summary.cost_drag_pct,test_summary.active_days,test_summary.final_equity
BASE_BAYES,Bayesian Linear Baseline,Baseline,reference,direct,bayesian_linear,technical,proportional_positive,[],0.4,0.2,archive,5,0.07375720818527043,Bayesian linear control benchmark.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-2.5971687442227998,-6.674483986919622,32.950205094306035,-0.04428878229440556,-0.02212716547547148,-20.195972463026322,5.208333333333334,0.09249386321212993,8.879410868364474,0.07980526339860247,1.775882173672895,10,0.974028312557772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
BASE_EQ,Equal-Weight Baseline,Baseline,reference,direct,equal_weight,technical,all_equal,[],0.4,0.2,promote,5,0.027021054178476334,Control benchmark for the long-only universe.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-40.79193831032959,-74.73613949466798,56.98141863192113,-2.1233612180026986,-3.1018991978557557,-49.5687860493481,39.58333333333333,0.0,0.0,1.0,0.0,96,0.5920806168967041,1.2603390106519008,10.365947002219823,54.773032381938904,0.43917880810115445,1.123318843963035,-12.19127797398426,43.75,0.0,0.0,1.0,0.0,32,1.012603390106519,2.7268468816537217,23.597922006999994,45.02105811728743,0.6873315163855377,1.3891180469268611,-14.686948003001,56.25,0.0,0.0,1.0,0.0,32,1.0272684688165372
BASE_LIN,Linear Return Baseline,Baseline,reference,direct,linear,technical,proportional_positive,[],0.4,0.2,archive,5,0.09072736883535981,Plain linear regression baseline for comparison.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-2.0814044025115996,-5.37168935973269,33.802091721342144,0.004367749042061767,0.003602140318006643,-23.484554803154122,13.541666666666666,0.15390215359105486,14.774606744741266,0.1690638711039071,2.954921348948253,29,0.979185955974884,2.0363773750970537,17.20492782942371,8.799101096202254,1.8469800476286398,2.623671789208154,-1.296565281158335,9.375,0.07500000000000001,2.4000000000000004,0.07500000000000001,0.48000000000000004,6,1.0203637737509705,3.3291206348858404,29.420783790062167,8.898739437135289,2.942204939054763,3.785223995292263,-0.9140250047484977,6.25,0.05,1.6,0.037500000000000006,0.32,3,1.0332912063488584
BASE_RW,Random-Walk Momentum Baseline,Baseline,reference,direct,random_walk,technical,equal_positive,[],0.4,0.2,archive,5,0.09015983901917934,Simple momentum sign baseline aligned to the checklist.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-29.762657773552593,-60.44137547109365,31.57983994828103,-2.7743790149566707,-3.4693141497494984,-35.266539552066035,18.75,0.6131944444444445,58.86666666666667,0.5,11.773333333333333,55,0.7023734222644741,-10.87410959315116,-59.609375489136454,38.65301987725987,-2.1562056653688493,-3.1798768905829773,-18.169839585524738,15.625,0.59375,19.0,0.48124999999999996,3.8000000000000007,17,0.8912589040684884,-3.076410477543823,-21.813417426760207,40.79333511201057,-0.4065677408562062,-0.574739054008377,-17.903318965242676,34.375,0.6249999999999999,19.999999999999996,0.58125,4.0,19,0.9692358952245618
B001,Bayesian Linear Return Forecaster,Bayesian,research candidate,proxy,bayesian_linear,technical,proportional_positive,['confidence_gate'],0.4,0.2,archive,5,0.07404596102423966,Price-only proxy for the return forecaster. Bayesian confidence gate active.,ok,docs/pipeline_library/candidates/B001_bayesian_linear_return_forecaster.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
B003,Bayesian Factor Regression,Bayesian,research candidate,proxy,bayesian_linear,factor_proxy,proportional_positive,[],0.4,0.2,archive,12,0.07751449290663004,Proxy factor regression on price-derived factor features.,ok,docs/pipeline_library/candidates/B003_bayesian_factor_regression.md,0.5462068384600949,1.4401632615509863,28.961590090658913,0.18784618042303974,0.2367667071075531,-16.634497118169833,9.375,0.1750101738794058,16.800976692422957,0.17357580836633882,3.360195338484591,26,1.005462068384601,-0.8167528048461659,-6.254206098097759,26.745324446265567,-0.11306296487234808,-0.13407633210670866,-6.024160043970584,21.875,0.29297110903807233,9.375075489218315,0.29691844772252646,1.875015097843663,13,0.9918324719515383,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
B006,Bayesian State Space Price-Vol Model,Bayesian,research candidate,proxy,bayesian_linear,volatility_proxy,proportional_positive,['volatility_timing'],0.4,0.2,archive,9,0.0794814070686698,Proxy state-space volatility timing model.,ok,docs/pipeline_library/candidates/B006_bayesian_state_space_price_vol_model.md,14.613468203343905,43.05188767243071,30.6208595641911,1.3170596122273985,1.5873523962840401,-11.584623419833019,18.75,0.2118914498699981,20.34157918751982,0.23024777702188337,4.068315837503963,35,1.146134682033439,0.3391519942115284,2.7021669940228144,13.60599543358755,0.26106560083240854,0.25042747337500937,-2.7926204757419693,6.25,0.13523203041173837,4.327424973175628,0.08011601520586918,0.8654849946351257,5,1.0033915199421153,0.2968262414886569,2.3614963140112577,4.74034758898869,0.515261506150255,0.319279913722878,-1.0731658359447005,3.125,0.05,1.6,0.025,0.32,2,1.0029682624148866
B007,Bayesian State Space Regime Detector,Bayesian,supporting components implemented,direct,hmm_router,technical,equal_positive,['regime_gate'],0.4,0.2,archive,5,0.16623670095577836,Direct regime-routing path already supported in code.,ok,docs/pipeline_library/candidates/B007_bayesian_state_space_regime_detector.md,7.78777604906582,21.757288329286762,24.631294632591967,0.9154046579164512,1.114922033354764,-5.783851097887505,5.208333333333334,0.15625,15.0,0.13541666666666666,3.0000000000000004,13,1.0778777604906582,-4.222400630222722,-28.80432926505566,45.98687943119373,-0.5221282934500013,-0.9928446779145254,-12.19127797398425,21.875,0.125,4.0,0.55625,0.8,18,0.9577759936977728,-1.1223060589805045,-8.504582823479701,16.699404486423578,-0.45224262743471455,-0.3657967715775012,-5.337175011976624,3.125,0.18125,5.8,0.11875,1.16,4,0.988776939410195
B011,Bayesian Hierarchical Fundamental Model,Bayesian,research candidate,proxy,bayesian_linear,delay_aware,proportional_positive,['inverse_vol_allocation'],0.4,0.2,archive,13,0.07823504111729562,Fundamental hierarchy proxy using delayed technical structure.,ok,docs/pipeline_library/candidates/B011_bayesian_hierarchical_fundamental_model.md,24.82354782965872,78.96923056427008,35.463875002328734,1.8183418576992194,1.7050413796911617,-18.15659703380327,20.833333333333336,0.3032308536182779,29.110161947354676,0.21982270907965462,5.822032389470936,32,1.2482354782965872,1.6409427127892284,13.675242679891175,4.845689901899399,2.6690264430110875,0.0,-0.08000000000000229,3.125,0.025,0.8,0.0125,0.16,1,1.0164094271278923,-1.2654931047184848,-9.54281425234873,8.765549139638688,-1.1016914363737806,-0.9733024193604973,-2.941213610633431,3.125,0.11912334365326113,3.8119469969043562,0.07831167182663057,0.7623893993808714,5,0.9873450689528152
B018,Bayesian Black-Litterman with ML Views,Bayesian,research candidate,proxy,bayesian_linear,factor_proxy,proportional_positive,['confidence_gate'],0.4,0.2,archive,12,0.07342848693951964,Proxy view fusion via Bayesian linear posterior. Bayesian confidence gate active.,ok,docs/pipeline_library/candidates/B018_bayesian_black_litterman_with_ml_views.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-0.8167528048461659,-6.254206098097759,26.745324446265567,-0.11306296487234808,-0.13407633210670866,-6.024160043970584,21.875,0.29297110903807233,9.375075489218315,0.29691844772252646,1.875015097843663,13,0.9918324719515383,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
F001,Technical Indicator + LightGBM Ranker,Financial + DL,direct code path,direct,lightgbm,technical,equal_positive,[],0.4,0.2,reference,5,0.10619400907307863,Current executable baseline.,ok,docs/pipeline_library/candidates/F001_technical_indicator_lightgbm_ranker.md,108.21902732519528,585.6714791241475,35.42220590634656,5.624293695848052,21.678601450018007,-3.4532186813665766,40.625,0.6083333333333334,58.400000000000006,0.51875,11.680000000000001,63,2.082190273251953,6.202125177687057,60.619773073822536,33.701875283873136,1.5642617551515146,3.0906519805089676,-5.348254188709667,28.125,0.5291666666666667,16.933333333333334,0.35625,3.386666666666667,17,1.0620212517768706,-0.012910767638607545,-0.10162718361982348,36.018321217847415,0.16929937998323089,0.3264284442022316,-9.602190233461272,40.625,0.7395833333333334,23.666666666666668,0.6625,4.733333333333334,28,0.9998708923236139
F002,Factor + LightGBM Cross-Sectional Model,Financial + DL,supporting components implemented,proxy,lightgbm,factor_proxy,equal_positive,[],0.4,0.2,promote,12,0.11653158417902887,Cross-sectional factor proxy using price-derived factor features.,ok,docs/pipeline_library/candidates/F002_factor_lightgbm_cross_sectional_model.md,134.28800607447067,834.5313992059826,34.115701000275614,6.742146953186292,27.643561607680752,-4.857703464186658,43.75,0.6413194444444444,61.56666666666666,0.5666666666666668,12.313333333333334,61,2.3428800607447067,-10.884141320301799,-59.64516328325751,25.751927327235673,-3.392011296395356,-3.7076253024010666,-10.884141320301799,9.375,0.484375,15.5,0.325,3.1,12,0.891158586796982,0.8481356768320847,6.877062370199227,20.856992253609754,0.41837443049220574,0.7354787620912911,-5.458655324214201,25.0,0.4083333333333333,13.066666666666666,0.29375,2.6133333333333333,17,1.0084813567683208
F009,News Sentiment + LightGBM Event Model,Financial + DL,supporting components implemented,proxy,lightgbm,news_shock_proxy,equal_positive,['jump_filter'],0.4,0.2,promote,10,0.10805713990703225,Event proxy driven by price shocks because dedicated news feeds are not yet wired.,ok,docs/pipeline_library/candidates/F009_news_sentiment_lightgbm_event_model.md,128.98645381398367,780.0365354552911,33.28727517762849,6.719353429975395,36.049552844714476,-2.3646099854290448,43.75,0.6375000000000001,61.2,0.46249999999999997,12.24,54,2.289864538139837,2.840431598269033,24.678232984716296,35.65923738420848,0.784354054426911,1.6592119269248204,-6.22507338286491,21.875,0.45625000000000004,14.600000000000001,0.35,2.92,16,1.0284043159826903,1.1604524936908334,9.511508392301149,28.332813558295012,0.4565650586632199,0.5525532481623496,-9.902765595179918,25.0,0.4770833333333333,15.266666666666666,0.35624999999999996,3.0533333333333337,15,1.0116045249369083
F012,Fundamental + Technical + LightGBM Hybrid,Financial + DL,supporting components implemented,proxy,lightgbm,technical_plus_cross_section,equal_positive,[],0.4,0.2,archive,15,0.11951945698820055,Hybrid proxy on technical and cross-sectional inputs.,ok,docs/pipeline_library/candidates/F012_fundamental_technical_lightgbm_hybrid.md,133.05275724283044,821.6529006548202,33.91627479994293,6.738581270546043,23.64547781227001,-4.773657625087802,44.79166666666667,0.6024305555555556,57.833333333333336,0.5,11.566666666666668,57,2.3305275724283043,-4.005032749402282,-27.521923313905305,21.909229316868128,-1.3629206678363333,-1.766285558085676,-7.789839338775694,12.5,0.49374999999999997,15.799999999999999,0.31875,3.16,12,0.9599496725059772,-8.838423342343226,-51.74768616915628,27.799049701166457,-2.4843118039642267,-4.0777905416271585,-15.56686888717973,21.875,0.703125,22.5,0.56875,4.5,22,0.9116157665765677
F015,Residual Momentum + LightGBM,Financial + DL,supporting components implemented,proxy,lightgbm,residual_momentum,equal_positive,[],0.4,0.2,promote,10,0.11121181095950305,Residual momentum proxy on market-relative signals.,ok,docs/pipeline_library/candidates/F015_residual_momentum_lightgbm.md,141.0030328532759,906.4891168597547,33.79058129633766,7.025091436005644,41.40152464609075,-2.1729336528860665,40.625,0.5864583333333333,56.3,0.45,11.26,52,2.410030328532759,-0.466901616993487,-3.6183742531081142,19.952395843414227,-0.08883585489711247,-0.11111203651788937,-6.241617632463193,12.5,0.36875,11.8,0.28125,2.3600000000000003,12,0.9953309838300651,6.033822128411925,58.62614837272548,33.352930861229204,1.544380823075072,2.3439719348379144,-11.533471604200486,31.25,0.5208333333333334,16.666666666666668,0.50625,3.3333333333333335,19,1.0603382212841193
F019,Correlation Graph + LightGBM Overlay,Financial + DL,supporting components implemented,proxy,lightgbm,correlation_overlay,proportional_positive,['correlation_penalty'],0.4,0.2,promote,9,0.11756166606210172,Graph proxy via rolling correlation structure.,ok,docs/pipeline_library/candidates/F019_correlation_graph_lightgbm_overlay.md,126.30843018325338,753.2757864454451,36.41254245483284,6.08555278617378,27.832648854092014,-2.6138967384540135,39.58333333333333,0.5860982710761028,56.265434023305865,0.4716733364742827,11.253086804661175,58,2.2630843018325337,-7.355476801859151,-45.209465718089994,29.09263083173435,-1.9236522986054905,-2.025797864705053,-10.769824961347862,21.875,0.3155794018855877,10.098540860338806,0.35077939390024415,2.0197081720677614,16,0.9264452319814085,3.8971014929038317,35.130077463846064,22.935891594486403,1.4224898669267645,2.634691157641347,-5.809714644628694,18.75,0.3229452505153073,10.334248016489834,0.22517983876337494,2.066849603297967,13,1.0389710149290383
F023,Regime Detector + LightGBM Stack,Financial + DL,direct code path,direct,lightgbm,technical,equal_positive,['regime_gate'],0.4,0.2,archive,5,0.1230430300347507,Direct regime-gated alpha path.,ok,docs/pipeline_library/candidates/F023_regime_detector_lightgbm_stack.md,17.996050770651383,54.40171297125707,22.361047418027894,2.0483095734272694,6.185968850958141,-1.9937408662601297,6.25,0.15833333333333333,15.2,0.10208333333333335,3.04,12,1.1799605077065138,8.305791844603272,87.44851105847044,30.47179846834386,2.2048414254032576,5.025719210359922,-2.718685912759866,12.5,0.2875,9.2,0.14375,1.8399999999999999,8,1.0830579184460327,-4.466840723037957,-30.222749402103354,11.347378784694321,-3.1133044634879474,-1.5986667636125595,-5.679170264882005,3.125,0.18125,5.8,0.10625,1.16,4,0.9553315927696204
F025,Fundamental Delay-Aware LightGBM Model,Financial + DL,supporting components implemented,proxy,lightgbm,delay_aware,equal_positive,[],0.4,0.2,archive,13,0.12578983209095895,Delay-aware proxy that enforces lagged features.,ok,docs/pipeline_library/candidates/F025_fundamental_delay_aware_lightgbm_model.md,148.980997279073,996.3173334894761,33.12576192464529,7.420142121692957,51.12044602259385,-2.103022853589742,44.79166666666667,0.6045138888888889,58.03333333333334,0.4791666666666667,11.606666666666667,54,2.48980997279073,2.28122965202302,19.438140164799034,21.655593548478446,0.9245910185500706,1.344501207823767,-4.082045307746441,21.875,0.5875,18.8,0.325,3.7600000000000002,14,1.0228122965202302,-4.827235455187018,-32.26901489002654,35.992180876921026,-0.9090332744162914,-1.432427186235967,-16.057536474711455,31.25,0.8010416666666667,25.633333333333333,0.63125,5.126666666666667,23,0.9517276454481298
F026,Technical + Factor + XGBoost with CVaR Overlay,Financial + DL,research candidate,proxy,lightgbm,factor_proxy,proportional_positive,['cvar_overlay'],0.4,0.2,archive,12,0.12606443301774561,LightGBM proxy for the boosted-tree + CVaR shortlist slot.,ok,docs/pipeline_library/candidates/F026_technical_factor_xgboost_with_cvar_overlay.md,144.26061983431845,942.5942343896168,35.4305718267961,6.81542509960547,40.415268922859724,-3.473303569291275,40.625,0.621709685708305,59.68412982799728,0.5098280050455096,11.936825965599459,59,2.4426061983431846,-9.29371435664862,-53.613202188147405,24.036898355664672,-3.0741188040505927,-3.4816684331564494,-9.29371435664862,9.375,0.4537400197950626,14.519680633442004,0.3049563880489046,2.9039361266884005,12,0.9070628564335138,-0.35310102842516233,-2.7471516276660224,17.783019601844156,-0.07109589730404074,-0.10871472180463643,-5.136033323889022,25.0,0.37168846664729127,11.89403093271332,0.27891362820034304,2.378806186542664,17,0.9964689897157484
F027,News Shock Filter + Momentum Engine,Financial + DL,research candidate,proxy,lightgbm,news_shock_proxy,equal_positive,['jump_filter'],0.4,0.2,promote,10,0.10606994503177702,Shock-filtered momentum proxy with price shock inputs.,ok,docs/pipeline_library/candidates/F027_news_shock_filter_momentum_engine.md,128.98645381398367,780.0365354552911,33.28727517762849,6.719353429975395,36.049552844714476,-2.3646099854290448,43.75,0.6375000000000001,61.2,0.46249999999999997,12.24,54,2.289864538139837,2.840431598269033,24.678232984716296,35.65923738420848,0.784354054426911,1.6592119269248204,-6.22507338286491,21.875,0.45625000000000004,14.600000000000001,0.35,2.92,16,1.0284043159826903,1.1604524936908334,9.511508392301149,28.332813558295012,0.4565650586632199,0.5525532481623496,-9.902765595179918,25.0,0.4770833333333333,15.266666666666666,0.35624999999999996,3.0533333333333337,15,1.0116045249369083
F031,Technical + LGBM + Bayesian Risk Overlay,Financial + DL,supporting components implemented,proxy,lightgbm,technical_plus_cross_section,equal_positive,"['regime_gate', 'risk_overlay']",0.25,0.2,archive,15,0.14269627816975117,Operational overlay baseline used as an extra comparison point.,ok,docs/pipeline_library/04_financial_dl_pipelines.md,18.256866008909476,55.29919659322147,22.89144687947715,2.031499249287229,2.727504570751536,-3.831669688250894,7.291666666666667,0.13489583333333333,12.95,0.08333333333333333,2.59,11,1.1825686600890948,-1.8968635172737391,-13.99914303387133,14.462544603977182,-0.9726439376667834,-0.9802116659370443,-4.178385769803938,6.25,0.209375,6.7,0.1484375,1.34,7,0.9810313648272626,-2.635764207200708,-18.97001787197764,4.7089994116469605,-4.442143615414487,-2.12563153865864,-2.635764207200708,0.0,0.0703125,2.25,0.0390625,0.45000000000000007,3,0.9736423579279929
S003,Stochastic Volatility Timing Model,SDE,research candidate,proxy,bayesian_linear,volatility_proxy,proportional_positive,['volatility_timing'],0.4,0.2,archive,9,0.07903933594934642,Volatility timing proxy using the shared volatility features.,ok,docs/pipeline_library/candidates/S003_stochastic_volatility_timing_model.md,14.613468203343905,43.05188767243071,30.6208595641911,1.3170596122273985,1.5873523962840401,-11.584623419833019,18.75,0.2118914498699981,20.34157918751982,0.23024777702188337,4.068315837503963,35,1.146134682033439,0.3391519942115284,2.7021669940228144,13.60599543358755,0.26106560083240854,0.25042747337500937,-2.7926204757419693,6.25,0.13523203041173837,4.327424973175628,0.08011601520586918,0.8654849946351257,5,1.0033915199421153,0.2968262414886569,2.3614963140112577,4.74034758898869,0.515261506150255,0.319279913722878,-1.0731658359447005,3.125,0.05,1.6,0.025,0.32,2,1.0029682624148866
S004,Jump Diffusion Crash Filter,SDE,research candidate,proxy,lightgbm,news_shock_proxy,equal_positive,['jump_filter'],0.4,0.2,promote,10,0.1074428188148886,Crash filter proxy on price-shock features.,ok,docs/pipeline_library/candidates/S004_jump_diffusion_crash_filter.md,128.98645381398367,780.0365354552911,33.28727517762849,6.719353429975395,36.049552844714476,-2.3646099854290448,43.75,0.6375000000000001,61.2,0.46249999999999997,12.24,54,2.289864538139837,2.840431598269033,24.678232984716296,35.65923738420848,0.784354054426911,1.6592119269248204,-6.22507338286491,21.875,0.45625000000000004,14.600000000000001,0.35,2.92,16,1.0284043159826903,1.1604524936908334,9.511508392301149,28.332813558295012,0.4565650586632199,0.5525532481623496,-9.902765595179918,25.0,0.4770833333333333,15.266666666666666,0.35624999999999996,3.0533333333333337,15,1.0116045249369083
S011,Mean-Reverting Volatility Allocation Model,SDE,research candidate,proxy,equal_weight,volatility_proxy,proportional_positive,['inverse_vol_allocation'],0.4,0.2,promote,9,0.0897546939086169,Pure sizing proxy without a directional base model.,ok,docs/pipeline_library/candidates/S011_mean_reverting_volatility_allocation_model.md,-39.4736094349784,-73.23267100493757,55.14331874461516,-2.1081301296628,-2.997703908191815,-48.194347034330185,39.58333333333333,0.024854859190046274,2.386066482244442,1.0,0.4772132964488885,96,0.605263905650216,2.0068665448175427,16.938247434048836,54.37596751514271,0.545080002263668,1.3992912558131332,-12.00992369288566,43.75,0.01797980246103664,0.5753536787531724,1.0,0.1150707357506345,32,1.0200686654481754,2.5452941962789577,21.888130559987886,44.21534722563755,0.6605831528604804,1.3263811637907796,-14.504589158285807,56.25,0.020191411654506993,0.6461251729442238,1.0,0.12922503458884477,32,1.0254529419627896
S021,Jump Filter + Momentum Engine,SDE,research candidate,proxy,lightgbm,technical,equal_positive,['jump_filter'],0.4,0.2,archive,5,0.10390761797316372,Momentum proxy with a jump-risk gate.,ok,docs/pipeline_library/candidates/S021_jump_filter_momentum_engine.md,95.21772057407037,478.91259517199154,34.90621912247616,5.213830004555333,20.72601018956342,-3.337425628384405,38.54166666666667,0.6236111111111111,59.86666666666667,0.4895833333333333,11.973333333333336,61,1.9521772057407036,6.683101646575973,66.43824009207648,33.85205754777875,1.6639542679976493,3.21274976586513,-5.348254188709689,28.125,0.5041666666666667,16.133333333333333,0.34375,3.2266666666666666,16,1.0668310164657597,-0.05095540897520623,-0.40057167848858155,35.97240889560141,0.16075874893453498,0.3095660314957916,-9.602190233461272,40.625,0.7458333333333333,23.866666666666667,0.6625,4.773333333333333,28,0.9994904459102479
